42983	15:59:45.139	00:00:42.982	2155	664,1229	486,0988	0,583712	0,5187752	638,6659	3,332675	0	676,9193	454,8787	0,2926398	0,5283597	638,2441	3,26422	0	110	671	470						2013-12-10_Eingabe_Ausgabe_Eyetracking_Zeit_v1_Bild_4.jpg	0	1280	1024	0	0	668	457	618	0	Content		671	470	42982694	6730989549
43003	15:59:45.159	00:00:43.002	2156	667,5126	435,9775	0,583744	0,5187858	638,6659	3,115176	0	674,3539	467,3232	0,2926851	0,5283374	638,2441	3,226369	0	110	671	452						2013-12-10_Eingabe_Ausgabe_Eyetracking_Zeit_v1_Bild_4.jpg	0	1280	1024	0	0	668	457	618	0	Content		671	452	43002692	6731009547
43023	15:59:45.179	00:00:43.022	2157	652,4415	433,0874	0,5838012	0,518796	638,6659	3,206674	0	680,8488	455,4591	0,2927352	0,5283162	638,2441	3,213626	0	110	667	444						2013-12-10_Eingabe_Ausgabe_Eyetracking_Zeit_v1_Bild_4.jpg	0	1280	1024	0	0	668	457	618	0	Content		667	444	43022683	6731029538
43043	15:59:45.199	00:00:43.042	2158	650,7201	441,5382	0,5839196	0,5188282	639,342	3,215256	0	679,4193	464,2764	0,2927586	0,5283221	636,0788	3,205716	0	110	665	453						2013-12-10_Eingabe_Ausgabe_Eyetracking_Zeit_v1_Bild_4.jpg	0	1280	1024	0	0	668	457	618	0	Content		665	453	43042543	6731049398
43062	15:59:45.218	00:00:43.062	2159	669,8029	467,7671	0,5839058	0,5188707	639,342	3,222947	0	668,295	484,1604	0,2927877	0,5283152	636,0788	3,146113	0	110	669	476						2013-12-10_Eingabe_Ausgabe_Eyetracking_Zeit_v1_Bild_4.jpg	0	1280	1024	0	0	668	457	618	0	Content		669	476	43062412	6731069267
43082	15:59:45.238	00:00:43.082	2160	661,5686	437,2705	0,5839207	0,5189672	639,342	3,288825	0	664,1802	460,9497	0,2927988	0,5283525	636,0788	3,184622	0	110	663	449						2013-12-10_Eingabe_Ausgabe_Eyetracking_Zeit_v1_Bild_4.jpg	0	1280	1024	0	0	668	457	618	0	Content		663	449	43082426	6731089281
43102	15:59:45.258	00:00:43.102	2161	661,8621	443,8986	0,5838873	0,5190996	639,342	3,328143	0	679,7418	468,6196	0,2927911	0,5283819	636,0788	3,20589	0	110	671	456						2013-12-10_Eingabe_Ausgabe_Eyetracking_Zeit_v1_Bild_4.jpg	0	1280	1024	0	0	668	457	618	0	Content		671	456	43102312	6731109167
43122	15:59:45.278	00:00:43.122	2162	658,4227	424,0386	0,5838577	0,5191352	639,342	3,299075	0	661,0934	443,1586	0,2927877	0,5283775	636,0788	3,170564	0	110	660	434						2013-12-10_Eingabe_Ausgabe_Eyetracking_Zeit_v1_Bild_4.jpg	0	1280	1024	0	0	668	457	618	0	Content		660	434	43122283	6731129138
43142	15:59:45.298	00:00:43.142	2163	661,1349	426,8507	0,5841656	0,5187224	636,966	3,303705	0	665,5333	438,1329	0,2932836	0,5279902	636,8538	3,176697	0	110	663	432						2013-12-10_Eingabe_Ausgabe_Eyetracking_Zeit_v1_Bild_4.jpg	0	1280	1024	0	0	668	457	618	0	Content		663	432	43142230	6731149085
43162	15:59:45.318	00:00:43.162	2164	611,2239	329,2647	0,5844154	0,5167952	636,966	3,250723	0	579,6726	334,3779	0,2943542	0,5262045	636,8538	3,199513	0	111	595	332						2013-12-10_Eingabe_Ausgabe_Eyetracking_Zeit_v1_Bild_4.jpg	0	1280	1024	0	0	580	225	199	0	Content		595	332	43162164	6731169019
