35834	16:02:41.615	00:00:35.834	1797	623,567	236,1096	0,6607794	0,5617482	689,6328	3,929631	0	647,4292	242,5158	0,3994679	0,554091	690,6494	3,943348	0	112	635	239						2013-12-10_Eingabe_Ausgabe_Eyetracking_Zeit_v1_Bild_4.jpg	0	1280	1024	0	0	633	257	359	0	Content		635	239	35834395	6907444395
35854	16:02:41.635	00:00:35.854	1798	614,9861	248,9018	0,6613066	0,5620699	688,7313	3,867134	0	643,5985	245,2753	0,3999646	0,5543354	689,429	3,92376	0	112	629	247						2013-12-10_Eingabe_Ausgabe_Eyetracking_Zeit_v1_Bild_4.jpg	0	1280	1024	0	0	633	257	359	0	Content		629	247	35854286	6907464286
35874	16:02:41.655	00:00:35.874	1799	621,3915	271,797	0,6618872	0,5622532	688,7313	3,896324	0	655,8099	272,0143	0,4005222	0,5544237	689,429	3,939096	0	112	639	272						2013-12-10_Eingabe_Ausgabe_Eyetracking_Zeit_v1_Bild_4.jpg	0	1280	1024	0	0	633	257	359	0	Content		639	272	35874278	6907484278
35894	16:02:41.675	00:00:35.894	1800	621,0929	270,9125	0,6624302	0,5622978	688,7313	3,912173	0	622,6576	274,5689	0,4009209	0,5543537	689,429	3,951176	0	112	622	273						2013-12-10_Eingabe_Ausgabe_Eyetracking_Zeit_v1_Bild_4.jpg	0	1280	1024	0	0	633	257	359	0	Content		622	273	35894165	6907504165
35914	16:02:41.695	00:00:35.914	1801	626,1763	262,5273	0,6628782	0,5621225	688,7313	3,945973	0	658,0989	250,6324	0,4012715	0,5541277	689,429	4,060423	0	112	642	257						2013-12-10_Eingabe_Ausgabe_Eyetracking_Zeit_v1_Bild_4.jpg	0	1280	1024	0	0	633	257	359	0	Content		642	257	35914172	6907524172
35934	16:02:41.715	00:00:35.934	1802	626,2523	240,1416	0,6630263	0,5619496	688,7313	3,86033	0	649,2779	269,7784	0,4014724	0,5534273	689,429	3,967	0	112	638	255						2013-12-10_Eingabe_Ausgabe_Eyetracking_Zeit_v1_Bild_4.jpg	0	1280	1024	0	0	633	257	359	0	Content		638	255	35934022	6907544022
35954	16:02:41.735	00:00:35.954	1803	629,1987	233,7154	0,6630213	0,5614159	689,3373	3,877004	0	645,6284	269,6583	0,4014076	0,5531492	687,7482	3,999234	0	112	637	252						2013-12-10_Eingabe_Ausgabe_Eyetracking_Zeit_v1_Bild_4.jpg	0	1280	1024	0	0	633	257	359	0	Content		637	252	35954008	6907564008
35974	16:02:41.755	00:00:35.973	1804	627,3502	281,6992	0,6629571	0,5611171	689,3373	3,936038	0	649,38	276,9474	0,4012182	0,5528625	687,7482	3,896049	0	112	638	279						2013-12-10_Eingabe_Ausgabe_Eyetracking_Zeit_v1_Bild_4.jpg	0	1280	1024	0	0	633	257	359	0	Content		638	279	35973905	6907583905
35994	16:02:41.775	00:00:35.993	1805	621,296	256,4899	0,6628514	0,5611327	689,3373	3,939691	0	629,5285	270,3192	0,4010741	0,5528422	687,7482	3,927388	0	112	625	263						2013-12-10_Eingabe_Ausgabe_Eyetracking_Zeit_v1_Bild_4.jpg	0	1280	1024	0	0	633	257	359	0	Content		625	263	35993885	6907603885
36014	16:02:41.795	00:00:36.013	1806	579,4855	160,4194	0,6627799	0,5607298	689,3373	3,917959	0	611,6557	173,7065	0,4015782	0,5523707	687,7482	3,966135	0	112	596	167						2013-12-10_Eingabe_Ausgabe_Eyetracking_Zeit_v1_Bild_4.jpg	0	1280	1024	0	0	633	257	359	0	Content		596	167	36013774	6907623774
