11989	15:59:14.145	00:00:11.989	600	849,2895	809,7595	0,5657253	0,5283413	637,9296	3,20771	0	852,2617	799,8677	0,2756117	0,5426735	640,3687	3,167826	0	32	851	805						2013-12-10_Eingabe_Ausgabe_Eyetracking_Zeit_v1_Bild_2.jpg	0	1280	1024	0	0	865	805	1096	0	Content		851	805	11989046	6699995901
12009	15:59:14.165	00:00:12.009	601	856,9532	819,9822	0,5656741	0,5283673	637,9296	3,307782	0	854,3636	823,8946	0,2755341	0,5427449	640,3687	3,147876	0	32	856	822						2013-12-10_Eingabe_Ausgabe_Eyetracking_Zeit_v1_Bild_2.jpg	0	1280	1024	0	0	865	805	1096	0	Content		856	822	12009050	6700015905
12029	15:59:14.185	00:00:12.028	602	852,2578	812,2181	0,565491	0,5284088	635,8031	3,308177	0	850,063	804,1205	0,2754742	0,5427716	641,8632	3,134972	0	32	851	808						2013-12-10_Eingabe_Ausgabe_Eyetracking_Zeit_v1_Bild_2.jpg	0	1280	1024	0	0	865	805	1096	0	Content		851	808	12028918	6700035773
12049	15:59:14.205	00:00:12.048	603	874,9879	795,5339	0,5654308	0,5283209	635,8031	3,204939	0	862,9114	817,4558	0,2754565	0,5427581	641,8632	3,251353	0	32	869	806						2013-12-10_Eingabe_Ausgabe_Eyetracking_Zeit_v1_Bild_2.jpg	0	1280	1024	0	0	865	805	1096	0	Content		869	806	12048779	6700055634
12069	15:59:14.225	00:00:12.068	604	879,4738	766,6884	0,5654765	0,5281973	635,8031	3,118	0	885,3696	795,8332	0,2754537	0,5426314	641,8632	3,154805	0	32	882	781						2013-12-10_Eingabe_Ausgabe_Eyetracking_Zeit_v1_Bild_2.jpg	0	1280	1024	0	0	865	805	1096	0	Content		882	781	12068786	6700075641
12089	15:59:14.245	00:00:12.088	605	844,6146	784,239	0,5655906	0,5279247	635,8031	3,183437	0	868,0503	821,8796	0,2755195	0,5422419	641,8632	3,170249	0	32	856	803						2013-12-10_Eingabe_Ausgabe_Eyetracking_Zeit_v1_Bild_2.jpg	0	1280	1024	0	0	865	805	1096	0	Content		856	803	12088781	6700095636
12109	15:59:14.265	00:00:12.108	606	858,5668	795,0484	0,5657175	0,5275922	635,8031	3,23923	0	860,5663	807,1823	0,2756632	0,5419022	641,8632	3,128199	0	32	860	801						2013-12-10_Eingabe_Ausgabe_Eyetracking_Zeit_v1_Bild_2.jpg	0	1280	1024	0	0	865	805	1096	0	Content		860	801	12108652	6700115507
12129	15:59:14.285	00:00:12.128	607	852,2549	781,7434	0,5659657	0,5275398	638,2404	3,226869	0	866,2126	801,4938	0,2760448	0,5418119	641,46	3,122584	0	32	859	792						2013-12-10_Eingabe_Ausgabe_Eyetracking_Zeit_v1_Bild_2.jpg	0	1280	1024	0	0	865	805	1096	0	Content		859	792	12128520	6700135375
12149	15:59:14.305	00:00:12.148	608	738,885	693,9219	0,5673122	0,5261168	638,2404	3,250797	0	785,4072	784,813	0,2776914	0,5401278	641,46	3,414212	0	32	762	739						2013-12-10_Eingabe_Ausgabe_Eyetracking_Zeit_v1_Bild_2.jpg	0	1280	1024	0	0	865	805	1096	0	Content		762	739	12148537	6700155392
12168	15:59:14.324	00:00:12.168	609	624,5495	508,2293	0,568531	0,5227237	638,2404	3,335808	0	667,9135	560,2014	0,2803691	0,5367683	641,46	3,419355	0	33	646	534						2013-12-10_Eingabe_Ausgabe_Eyetracking_Zeit_v1_Bild_2.jpg	0	1280	1024	0	0	506	215	180	0	Content		646	534	12168370	6700175225
12188	15:59:14.344	00:00:12.188	610	558,1619	286,6094	0,5692829	0,5197011	638,2404	3,29851	0	557,6652	307,6917	0,2821028	0,5339804	641,46	3,233802	0	33	558	297						2013-12-10_Eingabe_Ausgabe_Eyetracking_Zeit_v1_Bild_2.jpg	0	1280	1024	0	0	506	215	180	0	Content		558	297	12188376	6700195231
12208	15:59:14.364	00:00:12.208	611	497,2354	209,9682	0,5700405	0,5186682	638,2404	3,21913	0	517,1838	222,7593	0,2831943	0,5329707	641,46	3,258339	0	33	507	216						2013-12-10_Eingabe_Ausgabe_Eyetracking_Zeit_v1_Bild_2.jpg	0	1280	1024	0	0	506	215	180	0	Content		507	216	12208263	6700215118
